Start_Date,Start_Hour,Start_Minute,End_Date,End_Hour,End_Minute,Month,Year,Category,Start,Stop,Miles,Purpose,Duration,Speed,Day,Day_Time
2025-03-04,19,2,2025-03-04,19,8,Mar,2025,Business,Cary,Morrisville,3.06,Temporary Site,6,30.57746,Friday,Evening
2025-03-04,19,16,2025-03-04,19,25,Mar,2025,Business,Morrisville,Cary,3.22,Meal/Entertain,9,21.45786667,Friday,Evening
2025-03-05,11,44,2025-03-05,11,59,Mar,2025,Business,Cary,Morrisville,10.46,Meal/Entertain,15,41.84284,Saturday,Morning
2025-03-05,12,57,2025-03-05,13,12,Mar,2025,Personal,Weston,Weston,6.76,Meal/Entertain,15,27.036912,Saturday,Morning
2025-03-05,14,8,2025-03-05,14,18,Mar,2025,Personal,Morrisville,Cary,5.63,Meal/Entertain,10,33.79614,Saturday,Afternoon
2025-03-05,14,39,2025-03-05,15,1,Mar,2025,Business,Whitebridge,Wayne Ridge,12.55,Meal/Entertain,22,34.23505091,Saturday,Afternoon
2025-03-05,16,52,2025-03-05,17,13,Mar,2025,Business,Cary,Morrisville,12.55,Meal/Entertain,21,35.86529143,Saturday,Afternoon
2025-03-05,17,23,2025-03-05,17,34,Mar,2025,Business,Morrisville,Cary,6.28,Meal/Entertain,11,34.23505091,Saturday,Afternoon
2025-03-07,9,10,2025-03-07,9,20,Mar,2025,Business,Whitebridge,Edgehill Farms,4.51,Errand/Supplies,10,27.036912,Monday,Morning
2025-03-07,9,23,2025-03-07,9,47,Mar,2025,Business,Cary,Raleigh,19.96,Customer Visit,24,49.88954,Monday,Morning
2025-03-07,12,10,2025-03-07,12,26,Mar,2025,Business,Fayetteville Street,Meredith Townes,9.50,Customer Visit,16,35.6066475,Monday,Morning
2025-03-07,13,57,2025-03-07,14,18,Mar,2025,Business,Meredith Townes,Leesville Hollow,15.13,Meeting,21,43.22227429,Monday,Afternoon
2025-03-07,15,19,2025-03-07,15,45,Mar,2025,Business,Raleigh,Cary,19.15,Between Offices,26,44.19495231,Monday,Afternoon
2025-03-08,14,38,2025-03-08,14,55,Mar,2025,Business,Whitebridge,Waverly Place,11.59,Between Offices,17,40.89616941,Tuesday,Afternoon
2025-03-08,15,35,2025-03-08,16,0,Mar,2025,Business,Waverly Place,Whitebridge,12.23,Meal/Entertain,25,29.3543616,Tuesday,Afternoon
2025-03-08,16,13,2025-03-08,16,25,Mar,2025,Personal,Whitebridge,Whitebridge,2.57,Meal/Entertain,12,12.87472,Tuesday,Afternoon
2025-03-10,3,36,2025-03-10,3,53,Mar,2025,Business,Cary,Morrisville,13.52,Meeting,17,47.71219765,Thursday,Night
2025-03-10,10,8,2025-03-10,10,37,Mar,2025,Business,East Austin,West University,20.60,Meeting,29,42.61976276,Thursday,Morning
2025-03-10,14,39,2025-03-10,14,55,Mar,2025,Business,West University,South Congress,3.70,Meeting,16,13.8805575,Thursday,Afternoon
2025-03-10,16,18,2025-03-10,16,28,Mar,2025,Business,South Congress,Arts District,2.57,Meeting,10,15.449664,Thursday,Afternoon
2025-03-11,9,47,2025-03-11,9,59,Mar,2025,Business,The Drag,Congress Ave District,3.22,Meal/Entertain,12,16.0934,Friday,Morning
2025-03-11,10,29,2025-03-11,10,36,Mar,2025,Business,Congress Ave District,Downtown,1.29,Meal/Entertain,7,11.03547429,Friday,Morning
2025-03-11,11,57,2025-03-11,12,4,Mar,2025,Business,Downtown,Red River District,1.93,Meal/Entertain,7,16.55321143,Friday,Morning
2025-03-11,13,43,2025-03-11,13,51,Mar,2025,Business,Red River District,Downtown,1.61,Meal/Entertain,8,12.07005,Friday,Afternoon
2025-03-11,19,21,2025-03-11,19,35,Mar,2025,Business,South Congress,The Drag,3.38,Meal/Entertain,14,14.48406,Friday,Evening
2025-03-12,9,13,2025-03-12,9,22,Mar,2025,Business,The Drag,South Congress,3.54,Meal/Entertain,9,23.60365333,Saturday,Morning
2025-03-12,18,27,2025-03-12,18,37,Mar,2025,Personal,South Congress,The Drag,3.06,Meal/Entertain,10,18.346476,Saturday,Afternoon
2025-03-13,9,7,2025-03-13,9,37,Mar,2025,Business,The Drag,Convention Center District,9.17,Meal/Entertain,30,18.346476,Sunday,Morning
2025-03-13,18,23,2025-03-13,18,43,Mar,2025,Business,South Congress,North Austin,13.52,Meal/Entertain,20,40.555368,Sunday,Afternoon
2025-03-13,20,7,2025-03-13,20,28,Mar,2025,Business,Georgian Acres,The Drag,9.98,Meal/Entertain,21,28.50830857,Sunday,Evening
2025-03-13,20,39,2025-03-13,20,58,Mar,2025,Business,The Drag,North Austin,16.90,Meal/Entertain,19,53.36232632,Sunday,Evening
2025-03-13,21,11,2025-03-13,21,23,Mar,2025,Business,North Austin,Coxville,11.59,Meal/Entertain,12,57.93624,Sunday,Evening
2025-03-13,22,19,2025-03-13,22,39,Mar,2025,Business,Coxville,The Drag,20.12,Meal/Entertain,20,60.35025,Sunday,Evening
2025-03-14,8,34,2025-03-14,8,49,Mar,2025,Business,The Drag,South Congress,3.22,Errand/Supplies,15,12.87472,Monday,Morning
2025-03-14,18,39,2025-03-14,18,55,Mar,2025,Business,South Congress,The Drag,4.35,Errand/Supplies,16,16.2945675,Monday,Afternoon
2025-03-15,8,45,2025-03-15,8,57,Mar,2025,Business,The Drag,Convention Center District,3.22,Meal/Entertain,12,16.0934,Tuesday,Morning
2025-03-15,20,48,2025-03-15,21,1,Mar,2025,Business,Downtown,The Drag,4.51,Meal/Entertain,13,20.79762462,Tuesday,Evening
2025-03-16,11,34,2025-03-16,11,45,Mar,2025,Business,The Drag,Congress Ave District,2.74,Meal/Entertain,11,14.92297091,Wednesday,Morning
2025-03-16,14,44,2025-03-16,14,55,Mar,2025,Business,Convention Center District,West University,3.22,Meal/Entertain,11,17.55643636,Wednesday,Afternoon
2025-03-16,18,43,2025-03-16,18,56,Mar,2025,Business,West University,Congress Ave District,3.38,Meal/Entertain,13,15.59821846,Wednesday,Afternoon
2025-03-17,0,33,2025-03-17,0,44,Mar,2025,Personal,Downtown,The Drag,2.74,Meal/Entertain,11,14.92297091,Thursday,Night
2025-03-17,12,52,2025-03-17,15,11,Mar,2025,Business,Austin,Katy,218.87,Customer Visit,139,94.47636259,Thursday,Morning
2025-03-17,15,16,2025-03-17,15,58,Mar,2025,Business,Katy,Houston,48.60,Meeting,42,69.43152571,Thursday,Afternoon
2025-03-17,17,20,2025-03-17,18,2,Mar,2025,Business,Midtown,Alief,24.94,Meal/Entertain,42,35.63538571,Thursday,Afternoon
2025-03-17,18,47,2025-03-17,19,9,Mar,2025,Personal,Houston,Houston,7.89,Meal/Entertain,22,21.50663455,Thursday,Afternoon
2025-03-17,20,57,2025-03-17,21,28,Mar,2025,Personal,Houston,Houston,20.28,Meal/Entertain,31,39.24713032,Thursday,Evening
2025-03-17,21,48,2025-03-17,22,4,Mar,2025,Personal,Sharpstown,Midtown,16.74,Meal/Entertain,16,62.76426,Thursday,Evening
2025-03-18,7,15,2025-03-18,7,21,Mar,2025,Business,Midtown,Midtown,1.77,Meal/Entertain,6,17.70274,Friday,Morning
2025-03-18,8,35,2025-03-18,8,43,Mar,2025,Business,Midtown,Midtown,1.77,Meal/Entertain,8,13.277055,Friday,Morning
2025-03-18,18,24,2025-03-18,19,8,Mar,2025,Business,Midtown,Sharpstown,21.24,Meeting,44,28.96812,Friday,Afternoon
2025-03-18,19,23,2025-03-18,19,29,Mar,2025,Business,Sharpstown,Sharpstown,1.61,Errand/Supplies,6,16.0934,Friday,Evening
2025-03-18,21,1,2025-03-18,21,15,Mar,2025,Business,Sharpstown,Midtown,14.81,Customer Visit,14,63.45397714,Friday,Evening
2025-03-19,9,10,2025-03-19,9,25,Mar,2025,Business,Midtown,Sharpstown,15.13,Meal/Entertain,15,60.511184,Saturday,Morning
2025-03-19,12,50,2025-03-19,13,13,Mar,2025,Business,Houston,Sugar Land,19.31,Customer Visit,23,50.37933913,Saturday,Morning
2025-03-19,14,1,2025-03-19,14,57,Mar,2025,Business,Sugar Land,Houston,56.49,Customer Visit,56,60.52267929,Saturday,Afternoon
2025-03-19,15,34,2025-03-19,16,38,Mar,2025,Business,Houston,Galveston,58.74,Meal/Entertain,64,55.06960313,Saturday,Afternoon
2025-03-19,17,17,2025-03-19,17,32,Mar,2025,Business,Galveston,Port Bolivar,4.99,Meal/Entertain,15,19.955816,Saturday,Afternoon
2025-03-19,17,37,2025-03-19,17,47,Mar,2025,Business,Port Bolivar,Port Bolivar,3.38,Errand/Supplies,10,20.277684,Saturday,Afternoon
2025-03-19,17,52,2025-03-19,18,0,Mar,2025,Business,Port Bolivar,Port Bolivar,1.93,Errand/Supplies,8,14.48406,Saturday,Afternoon
2025-03-19,18,53,2025-03-19,19,29,Mar,2025,Business,Port Bolivar,Galveston,12.07,Meeting,36,20.11675,Saturday,Afternoon
2025-03-19,19,33,2025-03-19,20,39,Mar,2025,Business,Galveston,Houston,91.73,Customer Visit,66,83.39307273,Saturday,Evening
2025-03-20,7,37,2025-03-20,7,48,Mar,2025,Business,Midtown,Washington Avenue,9.50,Meeting,11,51.79148727,Sunday,Morning
2025-03-20,11,42,2025-03-20,11,56,Mar,2025,Business,Washington Avenue,Midtown,9.98,Meeting,14,42.76246286,Sunday,Morning
2025-03-20,17,8,2025-03-20,17,34,Mar,2025,Business,Midtown,Sharpstown,16.74,Meeting,26,38.62416,Sunday,Afternoon
2025-03-20,18,34,2025-03-20,18,40,Mar,2025,Personal,Sharpstown,Briar Meadow,1.93,Meeting,6,19.31208,Sunday,Afternoon
2025-03-20,18,45,2025-03-20,19,6,Mar,2025,Business,Briar Meadow,Midtown,15.45,Customer Visit,21,44.14189714,Sunday,Afternoon
2025-03-21,10,21,2025-03-21,10,26,Mar,2025,Personal,Midtown,Downtown,1.61,Customer Visit,5,19.31208,Monday,Morning
2025-03-21,16,5,2025-03-21,16,13,Mar,2025,Business,Downtown,Midtown,1.45,Meal/Entertain,8,10.863045,Monday,Afternoon
2025-03-21,18,59,2025-03-21,19,15,Mar,2025,Business,Midtown,Sharpstown,14.16,Meal/Entertain,16,53.10822,Monday,Afternoon
2025-03-21,20,18,2025-03-21,20,55,Mar,2025,Business,Sharpstown,Midtown,41.20,Meal/Entertain,37,66.80935784,Monday,Evening
2025-03-22,6,17,2025-03-22,6,43,Mar,2025,Business,Midtown,Greater Greenspoint,37.01,Meal/Entertain,26,85.41881538,Tuesday,Night
2025-03-22,12,6,2025-03-22,12,24,Mar,2025,Personal,Morrisville,Cary,13.04,Meal/Entertain,18,43.45218,Tuesday,Morning
2025-03-22,19,12,2025-03-22,19,25,Mar,2025,Personal,Whitebridge,Whitebridge,2.25,Meal/Entertain,13,10.39881231,Tuesday,Evening
2025-03-23,14,37,2025-03-23,14,42,Mar,2025,Personal,Whitebridge,Preston,2.74,Meal/Entertain,5,32.830536,Wednesday,Afternoon
2025-03-23,14,53,2025-03-23,14,59,Mar,2025,Personal,Preston,Whitebridge,2.57,Meal/Entertain,6,25.74944,Wednesday,Afternoon
2025-03-24,19,47,2025-03-24,19,54,Mar,2025,Personal,Whitebridge,Westpark Place,3.22,Meal/Entertain,7,27.58868571,Thursday,Evening
2025-03-24,20,34,2025-03-24,20,40,Mar,2025,Business,Westpark Place,Whitebridge,3.54,Meal/Entertain,6,35.40548,Thursday,Evening
2025-03-25,13,24,2025-03-25,16,22,Mar,2025,Business,Cary,Latta,231.74,Customer Visit,178,78.11627865,Friday,Afternoon
2025-03-25,16,52,2025-03-25,22,22,Mar,2025,Business,Latta,Jacksonville,499.38,Customer Visit,330,90.79603673,Friday,Afternoon
2025-03-26,14,5,2025-03-26,14,29,Mar,2025,Personal,Couples Glen,Isles of Buena Vista,10.78,Meeting,24,26.956445,Saturday,Afternoon
2025-03-26,15,19,2025-03-26,15,49,Mar,2025,Personal,Kissimmee,Orlando,14.16,Meeting,30,28.324384,Saturday,Afternoon
2025-03-26,16,26,2025-03-26,16,30,Mar,2025,Personal,Lake Reams,Lake Reams,1.93,Meeting,4,28.96812,Saturday,Afternoon
2025-03-27,0,31,2025-03-27,0,40,Mar,2025,Business,Lake Reams,Lake Reams,3.38,Errand/Supplies,9,22.53076,Sunday,Night
2025-03-27,1,11,2025-03-27,1,23,Mar,2025,Business,Orlando,Kissimmee,10.62,Meal/Entertain,12,53.10822,Sunday,Night
2025-03-27,15,31,2025-03-27,15,56,Mar,2025,Business,Kissimmee,Orlando,9.82,Customer Visit,25,23.5607376,Sunday,Afternoon
2025-03-27,21,26,2025-03-27,21,41,Mar,2025,Personal,Orlando,Orlando,11.10,Customer Visit,15,44.417784,Sunday,Evening
2025-03-27,23,4,2025-03-27,23,18,Mar,2025,Personal,Orlando,Kissimmee,11.75,Customer Visit,14,50.34935143,Sunday,Evening
2025-03-28,12,29,2025-03-28,12,42,Mar,2025,Personal,Kissimmee,Orlando,5.79,Customer Visit,13,26.73980308,Monday,Morning
2025-03-28,19,30,2025-03-28,20,23,Mar,2025,Personal,Couples Glen,Vista East,43.77,Customer Visit,53,49.55552604,Monday,Evening
2025-03-28,22,55,2025-03-28,23,26,Mar,2025,Personal,Orlando,Kissimmee,41.36,Customer Visit,31,80.05168645,Monday,Evening
2025-03-29,15,27,2025-03-29,16,11,Mar,2025,Personal,Kissimmee,Orlando,21.89,Customer Visit,44,29.84594182,Tuesday,Afternoon
2025-03-29,18,20,2025-03-29,18,39,Mar,2025,Personal,Sand Lake Commons,Sky Lake,9.98,Customer Visit,19,31.50918316,Tuesday,Afternoon
2025-03-29,20,29,2025-03-29,20,44,Mar,2025,Personal,Sky Lake,Sand Lake Commons,9.66,Customer Visit,15,38.62416,Tuesday,Evening
2025-03-29,23,4,2025-03-29,23,21,Mar,2025,Personal,Orlando,Kissimmee,22.21,Customer Visit,17,78.38432471,Tuesday,Evening
2025-03-30,22,5,2025-03-30,22,55,Mar,2025,Business,Orlando,Kissimmee,46.35,Meal/Entertain,50,55.6187904,Wednesday,Evening
2025-03-31,12,47,2025-03-31,13,22,Mar,2025,Business,Kissimmee,Orlando,25.91,Temporary Site,35,44.417784,Thursday,Morning
2025-03-31,14,37,2025-03-31,15,9,Mar,2025,Business,Orlando,Kissimmee,26.39,Meal/Entertain,32,49.487205,Thursday,Afternoon
2025-04-01,13,43,2025-04-01,14,1,April,2025,Business,Kissimmee,Kissimmee,17.70,Meeting,18,59.00913333,Friday,Afternoon
2025-04-01,14,36,2025-04-01,15,24,April,2025,Business,Kissimmee,Orlando,24.94,Customer Visit,48,31.1809625,Friday,Afternoon
2025-04-01,16,1,2025-04-01,16,49,April,2025,Business,Orlando,Kissimmee,32.67,Meeting,48,40.8370025,Friday,Afternoon
2025-04-01,16,52,2025-04-01,16,57,April,2025,Personal,Kissimmee,Kissimmee,1.13,Meeting,5,13.518456,Friday,Afternoon
2025-04-02,8,48,2025-04-02,9,4,April,2025,Personal,Kissimmee,Kissimmee,8.85,Meeting,16,33.1926375,Saturday,Morning
2025-04-02,11,1,2025-04-02,11,16,April,2025,Personal,Kissimmee,Kissimmee,8.21,Meeting,15,32.830536,Saturday,Morning
2025-04-02,12,21,2025-04-02,14,47,April,2025,Business,Kissimmee,Daytona Beach,124.40,Customer Visit,146,51.12410219,Saturday,Morning
2025-04-02,16,57,2025-04-02,18,9,April,2025,Business,Daytona Beach,Jacksonville,129.55,Customer Visit,72,107.9598917,Saturday,Afternoon
2025-04-02,19,38,2025-04-02,22,36,April,2025,Business,Jacksonville,Ridgeland,280.35,Customer Visit,178,94.4989982,Saturday,Evening
2025-04-03,2,0,2025-04-03,4,16,April,2025,Business,Florence,Cary,256.37,Meeting,136,113.1034685,Sunday,Night
2025-04-05,21,39,2025-04-05,21,55,April,2025,Business,Whitebridge,Wayne Ridge,12.71,Meal/Entertain,16,47.6766975,Tuesday,Evening
2025-04-06,0,19,2025-04-06,0,39,April,2025,Business,Wayne Ridge,Whitebridge,12.87,Meal/Entertain,20,38.62416,Wednesday,Night
2025-04-07,18,20,2025-04-07,18,39,April,2025,Business,Cary,Morrisville,9.82,Meal/Entertain,19,31.00097053,Thursday,Afternoon
2025-04-07,19,45,2025-04-07,20,0,April,2025,Business,Morrisville,Cary,9.82,Errand/Supplies,15,39.267896,Thursday,Evening
2025-04-08,12,30,2025-04-08,12,48,April,2025,Business,Cary,Durham,16.90,Meeting,18,56.3269,Friday,Morning
2025-04-08,13,34,2025-04-08,13,51,April,2025,Business,Durham,Cary,14.00,Meal/Entertain,17,49.41620471,Friday,Afternoon
2025-04-08,13,55,2025-04-08,14,3,April,2025,Business,Westpark Place,Whitebridge,2.90,Errand/Supplies,8,21.72609,Friday,Afternoon
2025-04-08,14,43,2025-04-08,15,20,April,2025,Business,Cary,Raleigh,30.74,Meeting,37,49.84604432,Friday,Afternoon
2025-04-08,16,5,2025-04-08,16,47,April,2025,Business,Raleigh,Cary,29.93,Meeting,42,42.76246286,Friday,Afternoon
2025-04-12,9,15,2025-04-12,9,26,April,2025,Business,Whitebridge,Edgehill Farms,4.51,Errand/Supplies,11,24.57901091,Tuesday,Morning
2025-04-12,9,34,2025-04-12,9,53,April,2025,Business,Cary,Raleigh,14.32,Meeting,19,45.23092421,Tuesday,Morning
2025-04-12,10,58,2025-04-12,11,18,April,2025,Business,Meredith,Cedar Hill,12.07,Customer Visit,20,36.21015,Tuesday,Morning
2025-04-12,12,22,2025-04-12,12,44,April,2025,Business,Raleigh,Morrisville,25.59,Meeting,22,69.78683455,Tuesday,Morning
2025-04-12,13,42,2025-04-12,14,1,April,2025,Business,Morrisville,Cary,10.46,Meal/Entertain,19,33.03382105,Tuesday,Afternoon
2025-04-14,7,29,2025-04-14,8,9,April,2025,Business,Cary,Holly Springs,24.62,Temporary Site,40,36.934353,Thursday,Morning
2025-04-14,16,0,2025-04-14,16,43,April,2025,Business,Holly Springs,Cary,22.05,Temporary Site,43,30.76459256,Thursday,Afternoon
2025-04-15,11,36,2025-04-15,12,7,April,2025,Business,Cary,Raleigh,19.15,Temporary Site,31,37.06673419,Friday,Morning
2025-04-15,12,29,2025-04-15,12,32,April,2025,Business,Meredith Townes,Harden Place,2.25,Errand/Supplies,3,45.06152,Friday,Morning
2025-04-15,14,31,2025-04-15,15,1,April,2025,Business,Raleigh,Cary,24.46,Meeting,30,48.923936,Friday,Afternoon
2025-04-16,12,59,2025-04-16,13,17,April,2025,Business,Cary,Morrisville,9.66,Errand/Supplies,18,32.1868,Saturday,Morning
2025-04-16,15,10,2025-04-16,15,26,April,2025,Business,Morrisville,Cary,9.82,Meal/Entertain,16,36.8136525,Saturday,Afternoon
2025-04-19,17,44,2025-04-19,18,8,April,2025,Business,Whitebridge,Wayne Ridge,13.20,Meal/Entertain,24,32.99147,Tuesday,Afternoon
2025-04-19,19,57,2025-04-19,20,19,April,2025,Business,Wayne Ridge,Whitebridge,12.87,Meal/Entertain,22,35.11287273,Tuesday,Evening
2025-04-22,8,25,2025-04-22,9,4,April,2025,Business,Cary,Raleigh,21.89,Meeting,39,33.67234462,Friday,Morning
2025-04-22,10,10,2025-04-22,10,40,April,2025,Business,Raleigh,Cary,36.21,Meeting,30,72.4203,Friday,Morning
2025-04-22,12,8,2025-04-22,12,28,April,2025,Business,Cary,Durham,16.74,Meeting,20,50.211408,Friday,Morning
2025-04-22,13,2,2025-04-22,13,26,April,2025,Business,Durham,Cary,16.09,Meeting,24,40.2335,Friday,Afternoon
2025-04-23,17,3,2025-04-23,17,16,April,2025,Business,Whitebridge,Tanglewood,9.66,Meal/Entertain,13,44.56633846,Saturday,Afternoon
2025-04-23,18,49,2025-04-23,19,5,April,2025,Business,Tanglewood,Whitebridge,10.46,Meal/Entertain,16,39.2276625,Saturday,Afternoon
2025-04-24,19,7,2025-04-24,19,16,April,2025,Business,Cary,Morrisville,4.99,Errand/Supplies,9,33.25969333,Sunday,Evening
2025-04-24,19,46,2025-04-24,19,52,April,2025,Business,Chessington,Chessington,3.06,Errand/Supplies,6,30.57746,Sunday,Evening
2025-04-24,21,41,2025-04-24,21,50,April,2025,Business,Morrisville,Cary,6.76,Between Offices,9,45.06152,Sunday,Evening
2025-04-27,13,30,2025-04-27,13,40,April,2025,Business,Whitebridge,Burtrose,7.89,Between Offices,10,47.314596,Wednesday,Afternoon
2025-04-27,14,13,2025-04-27,14,25,April,2025,Business,Burtrose,Whitebridge,7.72,Between Offices,12,38.62416,Wednesday,Afternoon
2025-04-28,12,9,2025-04-28,12,34,April,2025,Business,Cary,Raleigh,19.96,Customer Visit,25,47.8939584,Thursday,Morning
2025-04-28,13,30,2025-04-28,13,49,April,2025,Business,Raleigh,Cary,52.79,Customer Visit,19,166.6937432,Thursday,Afternoon
2025-04-28,22,10,2025-04-28,22,28,April,2025,Business,Morrisville,Cary,8.85,Customer Visit,18,29.50456667,Thursday,Evening
2025-04-29,11,44,2025-04-29,12,1,April,2025,Business,Cary,Durham,15.93,Meeting,17,56.23223294,Friday,Morning
2025-04-29,13,13,2025-04-29,13,34,April,2025,Business,Durham,Cary,16.09,Meeting,21,45.98114286,Friday,Afternoon
2025-04-29,18,46,2025-04-29,19,18,April,2025,Business,Cary,Durham,22.85,Customer Visit,32,42.8486775,Friday,Afternoon
2025-04-29,22,44,2025-04-29,23,19,April,2025,Business,Durham,Cary,29.29,Meeting,35,50.211408,Friday,Evening
2025-04-30,18,42,2025-04-30,18,57,April,2025,Business,Whitebridge,Waverly Place,12.39,Meal/Entertain,15,49.567672,Saturday,Afternoon
2025-04-30,22,16,2025-04-30,22,34,April,2025,Business,Waverly Place,Whitebridge,10.94,Meal/Entertain,18,36.47837333,Saturday,Evening
2025-05-01,13,45,2025-05-01,13,53,May,2025,Business,Whitebridge,Westpark Place,3.38,Meal/Entertain,8,25.347105,Sunday,Afternoon
2025-05-01,14,26,2025-05-01,14,31,May,2025,Business,Westpark Place,Whitebridge,3.70,Meal/Entertain,5,44.417784,Sunday,Afternoon
2025-05-01,17,33,2025-05-01,17,45,May,2025,Business,Whitebridge,Tanglewood,9.98,Between Offices,12,49.88954,Sunday,Afternoon
2025-05-01,17,54,2025-05-01,18,10,May,2025,Business,Tanglewood,Parkway,12.07,Meeting,16,45.2626875,Sunday,Afternoon
2025-05-01,22,38,2025-05-01,22,49,May,2025,Business,Parkway,Whitebridge,4.99,Errand/Supplies,11,27.21247636,Sunday,Evening
2025-05-02,14,14,2025-05-02,14,21,May,2025,Business,Whitebridge,Westpark Place,3.54,Errand/Supplies,7,30.34755429,Monday,Afternoon
2025-05-02,15,37,2025-05-02,15,48,May,2025,Business,Westpark Place,Whitebridge,6.28,Meal/Entertain,11,34.23505091,Monday,Afternoon
2025-05-03,22,20,2025-05-03,22,28,May,2025,Business,Morrisville,Cary,4.02,Meal/Entertain,8,30.175125,Tuesday,Evening
2025-05-04,15,16,2025-05-04,15,37,May,2025,Business,Cary,Morrisville,14.00,Meal/Entertain,21,40.00359429,Wednesday,Afternoon
2025-05-04,20,55,2025-05-04,21,14,May,2025,Business,Mcvan,Capitol One,23.34,Errand/Supplies,19,73.69083158,Wednesday,Evening
2025-05-04,21,30,2025-05-04,21,36,May,2025,Business,Capitol One,University District,7.24,Meal/Entertain,6,72.4203,Wednesday,Evening
2025-05-04,22,19,2025-05-04,22,27,May,2025,Business,University District,Capitol One,8.05,Meal/Entertain,8,60.35025,Wednesday,Evening
2025-05-05,21,24,2025-05-05,21,36,May,2025,Business,Seattle,Redmond,22.85,Meal/Entertain,12,114.26314,Thursday,Evening
2025-05-05,22,34,2025-05-05,22,40,May,2025,Business,Redmond,Bellevue,4.67,Errand/Supplies,6,46.67086,Thursday,Evening
2025-05-06,5,47,2025-05-06,6,2,May,2025,Business,Capitol One,Mcvan,23.17,Meeting,15,92.697984,Friday,Night
2025-05-06,16,45,2025-05-06,16,59,May,2025,Business,Chapel Hill,Morrisville,27.36,Meeting,14,117.2519143,Friday,Afternoon
2025-05-06,17,18,2025-05-06,17,44,May,2025,Business,Morrisville,Cary,12.71,Customer Visit,26,29.33950615,Friday,Afternoon
2025-05-09,6,8,2025-05-09,6,25,May,2025,Business,Cary,Morrisville,13.52,Customer Visit,17,47.71219765,Monday,Night
2025-05-09,14,39,2025-05-09,15,6,May,2025,Business,San Francisco,Palo Alto,32.99,Between Offices,27,73.31437778,Monday,Afternoon
2025-05-09,17,58,2025-05-09,18,26,May,2025,Business,Palo Alto,Sunnyvale,15.77,Customer Visit,28,33.79614,Monday,Afternoon
2025-05-09,19,35,2025-05-09,19,59,May,2025,Business,Sunnyvale,Newark,28.32,Customer Visit,24,70.81096,Monday,Evening
2025-05-10,9,3,2025-05-10,9,20,May,2025,Business,Newark,Menlo Park,14.97,Customer Visit,17,52.82421882,Tuesday,Morning
2025-05-10,17,19,2025-05-10,17,31,May,2025,Business,Menlo Park,Newark,12.71,Customer Visit,12,63.56893,Tuesday,Afternoon
2025-05-11,8,35,2025-05-11,9,12,May,2025,Business,Newark,San Francisco,41.20,Meeting,37,66.80935784,Wednesday,Morning
2025-05-11,21,47,2025-05-11,22,4,May,2025,Business,Morrisville,Cary,13.04,Meeting,17,46.00819059,Wednesday,Evening
2025-05-14,18,35,2025-05-14,18,39,May,2025,Business,Cary,Morrisville,4.99,Meal/Entertain,4,74.83431,Saturday,Afternoon
2025-05-14,23,1,2025-05-14,23,5,May,2025,Business,Morrisville,Cary,4.99,Meal/Entertain,4,74.83431,Saturday,Evening
2025-05-17,13,15,2025-05-17,13,23,May,2025,Business,Whitebridge,Preston,4.51,Errand/Supplies,8,33.79614,Tuesday,Afternoon
2025-05-17,13,56,2025-05-17,14,8,May,2025,Business,Preston,Westpark Place,4.35,Errand/Supplies,12,21.72609,Tuesday,Afternoon
2025-05-17,14,34,2025-05-17,14,40,May,2025,Business,Westpark Place,Whitebridge,3.06,Errand/Supplies,6,30.57746,Tuesday,Afternoon
2025-05-18,9,11,2025-05-18,9,41,May,2025,Business,Cary,Morrisville,13.52,Customer Visit,30,27.036912,Wednesday,Morning
2025-05-18,13,0,2025-05-18,13,2,May,2025,Business,Morrisville,Raleigh,12.23,Customer Visit,2,366.92952,Wednesday,Afternoon
2025-05-19,14,37,2025-05-19,15,1,May,2025,Business,Old City,Parkway Museums,4.67,Meal/Entertain,24,11.667715,Thursday,Afternoon
2025-05-20,10,56,2025-05-20,11,7,May,2025,Business,Old City,Hog Island,18.02,Meeting,11,98.31604364,Friday,Morning
2025-05-20,15,43,2025-05-20,16,12,May,2025,Business,Morrisville,Cary,13.20,Meal/Entertain,29,27.30328552,Friday,Afternoon
2025-05-22,15,39,2025-05-22,15,46,May,2025,Business,Cary,Morrisville,4.83,Meal/Entertain,7,41.38302857,Sunday,Afternoon
2025-05-22,18,46,2025-05-22,18,53,May,2025,Business,Morrisville,Cary,4.02,Meal/Entertain,7,34.48585714,Sunday,Afternoon
2025-05-23,20,19,2025-05-23,20,27,May,2025,Business,Whitebridge,Savon Height,5.79,Meal/Entertain,8,43.45218,Monday,Evening
2025-05-23,21,9,2025-05-23,21,21,May,2025,Business,Savon Height,Whitebridge,5.79,Errand/Supplies,12,28.96812,Monday,Evening
2025-05-27,20,26,2025-05-27,20,30,May,2025,Business,Whitebridge,Kildaire Farms,7.24,Errand/Supplies,4,108.63045,Friday,Evening
2025-05-27,20,47,2025-05-27,20,53,May,2025,Business,Savon Height,Kilarney Woods,1.93,Errand/Supplies,6,19.31208,Friday,Evening
2025-05-27,22,11,2025-05-27,22,14,May,2025,Business,Kilarney Woods,Kildaire Farms,2.74,Errand/Supplies,3,54.71756,Friday,Evening
2025-05-28,0,15,2025-05-28,0,21,May,2025,Business,Kilarney Woods,Whitebridge,7.56,Errand/Supplies,6,75.63898,Saturday,Night
2025-05-28,12,52,2025-05-28,13,6,May,2025,Business,Cary,Morrisville,9.82,Meal/Entertain,14,42.07274571,Saturday,Morning
